ortho,phon,syll
nourrira,nuRiRa,nu-Ri-Ra
jeteur,Z°t9R,Z°-t9R
dupliqués,dyplike,dy-pli-ke
impôts,5po,5-po
box-offices,bOksofis,bOk-so-fis
créanciers,kRe@sje,kRe-@-sje
désabusée,dezabyze,de-za-by-ze
étonnerez,etOn°Re,e-tO-n°-Re
largeur,laRZ9R,laR-Z9R
sire,siR,siR
câbler,kable,ka-ble
franquistes,fR@kist,fR@-kist
déraillement,deRaj°m@,de-Ra-j°-m@
espiègles,EspjEgl,Es-pjEgl
incontrôlé,5k§tRole,5-k§-tRo-le
équinoxes,ekinOks,e-ki-nOks
proclamer,pRoklame,pRo-kla-me
esseulée,es9le,e-s9-le
tyrannisent,tiRaniz,ti-Ra-niz
terre-plein,tERpl5,tER-pl5
anormal,anORmal,a-nOR-mal
arméniennes,aRmenjEn,aR-me-njEn
ligotait,ligotE,li-go-tE
cédons,sed§,se-d§
postopératoires,pOstopeRatwaR,pOs-to-pe-Ra-twaR
débraillés,debRaje,de-bRa-je
traumas,tRoma,tRo-ma
partageriez,paRtaZ°Rje,paR-ta-Z°-Rje
refoulai,R°fulE,R°-fu-lE
soupirais,supiRE,su-pi-RE
défont,def§,de-f§
libérales,libeRal,li-be-Ral
estocades,Estokad,Es-to-kad
étincelèrent,et5s°lER,e-t5-s°-lER
vétille,vetij,ve-tij
hugoliens,ygolj5,y-go-lj5
décrasse,dekRas,de-kRas
vécues,veky,ve-ky
cypriote,sipRijOt,si-pRi-jOt
peccadilles,pekadij,pe-ka-dij
heurts,9R,9R
grandesse,gR@dEs,gR@-dEs
rouilleux,Ruj2,Ru-j2
franc-maçonnerie,fR@masOn°Ri,fR@-ma-sO-n°-Ri
aguillera,agij°Ra,a-gi-j°-Ra
toréadors,toReadOR,to-Re-a-dOR
emballé,@bale,@-ba-le
à posteriori,apOsteRjoRi,a-pOs-te-Rjo-Ri
chamarrures,SamaRyR,Sa-ma-RyR
voguons,vog§,vo-g§
séparable,sepaRabl,se-pa-Rabl
catalytiques,katalitik,ka-ta-li-tik
léviathan,levjat@,le-vja-t@
acquiesçons,akjEs§,a-kjE-s§
asséna,asena,a-se-na
applaudirent,aplodiR,a-plo-diR
rapatrier,RapatRije,Ra-pa-tRi-je
acumen,akymEn,a-ky-mEn
ménopause,menopoz,me-no-poz
expédiais,EkspedjE,Ek-spe-djE
kierkegaardienne,kiRk°gaaRdjEn,kiR-k°-ga-aR-djEn
bossu,bosy,bo-sy
fardaient,faRdE,faR-dE
protubérantes,pRotybeR@t,pRo-ty-be-R@t
foraines,foREn,fo-REn
entrelace,@tR°las,@-tR°-las
devenues,d°v°ny,d°-v°-ny
trouées,tRue,tRu-e
ab initio,abinisjo,a-bi-ni-sjo
piaula,pjola,pjo-la
patentes,pat@t,pa-t@t
temporisons,t@poRiz§,t@-po-Ri-z§
infuses,5fyz,5-fyz
amphés,@fe,@-fe
butagaz,bytagaz,by-ta-gaz
persécuterez,pERsekyt°Re,pER-se-ky-t°-Re
excommunié,Ekskomynje,Ek-sko-my-nje
exiler,Egzile,Eg-zi-le
relaçaient,R°lasE,R°-la-sE
vivants,viv@,vi-v@
subconscient,sypk§sj@,syp-k§-sj@
affairés,afeRe,a-fe-Re
locale,lokal,lo-kal
lanças,l@sa,l@-sa
chanstiquer,S@stike,S@s-ti-ke
efforcer,efORse,e-fOR-se
dégageons,degaZ§,de-ga-Z§
bronchant,bR§S@,bR§-S@
tapinais,tapinE,ta-pi-nE
surpris,syRpRi,syR-pRi
détente,det@t,de-t@t
emmenons,@m°n§,@-m°-n§
lins,l5,l5
terne,tERn,tERn
flécher,fleSe,fle-Se
antagonisme,@tagonizm,@-ta-go-nizm
cliquez,klike,kli-ke
cillèrent,sijER,si-jER
exaspéré,EgzaspeRe,Eg-zas-pe-Re
confit,k§fi,k§-fi
épitaphe,epitaf,e-pi-taf
comptèrent,k§tER,k§-tER
vibra,vibRa,vi-bRa
pagaïe,pagaj,pa-gaj
survivant,syRviv@,syR-vi-v@
désespérants,dezEspeR@,de-zEs-pe-R@
fourni,fuRni,fuR-ni
papyrus,papiRys,pa-pi-Rys
sirotiez,siRotje,si-Ro-tje
pédéraste,pedeRast,pe-de-Rast
voudraient,vudRE,vu-dRE
connectée,konEkte,ko-nEk-te
marathonienne,maRatonjEn,ma-Ra-to-njEn
équation,ekwasj§,e-kwa-sj§
niaient,njE,njE
furette,fyREt,fy-REt
monogame,monogam,mo-no-gam
enfermeront,@fERm°R§,@-fER-m°-R§
offensive,of@siv,o-f@-siv
attarda,ataRda,a-taR-da
reconnaîtront,R°konEtR§,R°-ko-nE-tR§
carburateur,kaRbyRat9R,kaR-by-Ra-t9R
impressionnisme,5pResjonizm,5-pRe-sjo-nizm
encrassés,@kRase,@-kRa-se
quasi-unanime,kaziynanim,ka-zi-y-na-nim
martiniquais,maRtinikE,maR-ti-ni-kE
toxicomanes,tOksikoman,tOk-si-ko-man
annales,anal,a-nal
bouclerait,bukl°RE,bu-kl°-RE
choie,Swa,Swa
personnes,pERsOn,pER-sOn
celles-ci,sElsi,sEl-si
fondera,f§d°Ra,f§-d°-Ra
télémark,telemaRk,te-le-maRk
élancés,el@se,e-l@-se
proclamant,pRoklam@,pRo-kla-m@
tomahawk,tomaOk,to-ma-Ok
requièrent,R°kjER,R°-kjER
utilisée,ytilize,y-ti-li-ze
briefings,bRifiG,bRi-fiG
jouissais,ZwisE,Zwi-sE
futon,fyt§,fy-t§
gaufre,gofR,gofR
approvisionnement,apRovizjOn°m@,a-pRo-vi-zjO-n°-m@
soutiennent,sutjEn,su-tjEn
trouvai,tRuvE,tRu-vE
exiger,EgziZe,Eg-zi-Ze
intercontinentale,5tERk§tin@tal,5-tER-k§-ti-n@-tal
fustigé,fystiZe,fys-ti-Ze
interposai,5tERpozE,5-tER-po-zE
déploieraient,deplwaRE,dep-lwa-RE
lance-torpille,l@stORpij,l@s-tOR-pij
barye,baRi,ba-Ri
tarirent,taRiR,ta-RiR
hémostatique,emostatik,e-mos-ta-tik
spoiler,spOjlER,spOj-lER
sèves,sEv,sEv
balte,balt,balt
kidnappings,kidnapiG,kid-na-piG
intéresse,5teREs,5-te-REs
éducable,edykabl,e-dy-kabl
épièrent,epjER,e-pjER
trempa,tR@pa,tR@-pa
enragée,@RaZe,@-Ra-Ze
sensibilisés,s@sibilize,s@-si-bi-li-ze
empanaché,@panaSe,@-pa-na-Se
épigastrique,epigastRik,e-pi-gas-tRik
digitaline,diZitalin,di-Zi-ta-lin
marocain,maRok5,ma-Ro-k5
retouchai,R°tuSE,R°-tu-SE
creuserais,kR2z°RE,kR2-z°-RE
terreuses,tER2z,tE-R2z
reconditionne,R°k§disjOn,R°-k§-di-sjOn
plébiscités,plebisite,ple-bi-si-te
fricotages,fRikotaZ,fRi-ko-taZ
fondés,f§de,f§-de
régurgiteras,RegyRZit°Ra,Re-gyR-Zi-t°-Ra
moitié,mwatje,mwa-tje
dépêchant,depES@,de-pE-S@
civilisés,sivilize,si-vi-li-ze
savoyards,savwajaR,sa-vwa-jaR
pillerait,pij°RE,pi-j°-RE
pacifiée,pasifje,pa-si-fje
noté,note,no-te
tympans,t5p@,t5-p@
érige,eRiZ,e-RiZ
démocrates,demokRat,de-mo-kRat
couvriront,kuvRiR§,ku-vRi-R§
rational,RasjOnal,Ra-sjO-nal
déconcertant,dek§sERt@,de-k§-sER-t@
hérons,eR§,e-R§
canoter,kanote,ka-no-te
nationale-socialiste,nasjonalsosjalist,na-sjo-nal-so-sja-list
pronostique,pRonOstik,pRo-nOs-tik
décolorées,dekoloRe,de-ko-lo-Re
sectionnées,seksjone,sek-sjo-ne
ménagea,menaZa,me-na-Za
atterrirez,atERiRe,a-tE-Ri-Re
allumées,alyme,a-ly-me
ratée,Rate,Ra-te
dam,d@,d@
édicte,edikt,e-dikt
abattra,abatRa,a-ba-tRa
évapore,evapOR,e-va-pOR
programmateur,pRogRamat9R,pRo-gRa-ma-t9R
réalisés,Realize,Re-a-li-ze
succion,sysj§,sy-sj§
cavillon,kavij§,ka-vi-j§
singularises,s5gylaRiz,s5-gy-la-Riz
sidaïque,sidaik,si-da-ik
plagiaire,plaZjER,pla-ZjER
constructive,k§stRyktiv,k§s-tRyk-tiv
suppléant,syple@,sy-ple-@
médusait,medyzE,me-dy-zE
emporter,@pORte,@-pOR-te
pharmaceutique,faRmas2tik,faR-ma-s2-tik
suffirait,syfiRE,sy-fi-RE
râteau,Rato,Ra-to
télépathique,telepatik,te-le-pa-tik
traita,tREta,tRE-ta
éventées,ev@te,e-v@-te
uniforme,ynifORm,y-ni-fORm
balkaniques,balkanik,bal-ka-nik
récipients,Resipj@,Re-si-pj@
armurerie,aRmyR°Ri,aR-my-R°-Ri
post,pOst,pOst
recommandation,R°kom@dasj§,R°-ko-m@-da-sj§
bourreliers,buR°lje,bu-R°-lje
bienveillances,bj5vEj@s,bj5-vE-j@s
fabrique,fabRik,fa-bRik
coulpe,kulp,kulp
con,k§,k§
principale,pR5sipal,pR5-si-pal
canter,k@t9R,k@-t9R
rebutant,R°byt@,R°-by-t@
envenima,@v°nima,@-v°-ni-ma
bouclais,buklE,bu-klE
lubrifié,lybRifje,ly-bRi-fje
désapprit,dezapRi,de-za-pRi
viseraient,viz°RE,vi-z°-RE
inévitable,inevitabl,i-ne-vi-tabl
commodes,komOd,ko-mOd
trirème,tRiREm,tRi-REm
gamin,gam5,ga-m5
punch,p§S,p§S
respectables,REspEktabl,REs-pEk-tabl
fraternise,fRatERniz,fRa-tER-niz
jargon,ZaRg§,ZaR-g§
offrande,ofR@d,o-fR@d
doucet,dusE,du-sE
lourdeur,luRd9R,luR-d9R
camisoles,kamizOl,ka-mi-zOl
résistantes,Rezist@t,Re-zis-t@t
pendille,p@dij,p@-dij
décontenança,dek§t°n@sa,de-k§-t°-n@-sa
sourirons,suRiR§,su-Ri-R§
immuniser,imynize,i-my-ni-ze
unitarienne,ynitaRjEn,y-ni-ta-RjEn
obstructions,OpstRyksj§,Op-stRyk-sj§
imbus,5by,5-by
mensuellement,m@s8El°m@,m@-s8E-l°-m@
quémandait,kem@dE,ke-m@-dE
asservissements,asERvis°m@,a-sER-vi-s°-m@
hantée,@te,@-te
cosmétiques,kOsmetik,kOs-me-tik
luxation,lyksasj§,lyk-sa-sj§
secouons,s°kw§,s°-kw§
revirement,R°viR°m@,R°-vi-R°-m@
manque,m@k,m@k
sous-développement,sudev°lOp°m@,su-de-v°-lO-p°-m@
sautées,sote,so-te
métaphysiques,metafizik,me-ta-fi-zik
célibataire,selibatER,se-li-ba-tER
vendus,v@dy,v@-dy
masseur,mas9R,ma-s9R
chiala,Sjala,Sja-la
tranquille,tR@kil,tR@-kil
linter,lint9R,lin-t9R
gore,gOR,gOR
suborneurs,sybORn9R,sy-bOR-n9R
sécot,seko,se-ko
rétro,RetRo,Re-tRo
agglomérer,aglomeRe,a-glo-me-Re
médisant,mediz@,me-di-z@
accomplissement,ak§plis°m@,a-k§-pli-s°-m@
perdrons,pERdR§,pER-dR§
débrouillaient,debRujE,de-bRu-jE
réductionnisme,RedyksjOnism,Re-dyk-sjO-nism
diligente,diliZ@t,di-li-Z@t
pampero,p@p°Ro,p@-p°-Ro
tringlait,tR5glE,tR5-glE
renouvellement,R°nuvEl°m@,R°-nu-vE-l°-m@
lutteur,lyt9R,ly-t9R
rengorges,R@gORZ,R@-gORZ
ex-homme,EksOm,Ek-sOm
investies,5vEsti,5-vEs-ti
ch'timis,Stimi,Sti-mi
concentrées,k§s@tRe,k§-s@-tRe
ivoire,ivwaR,i-vwaR
caresseurs,kaREs9R,ka-RE-s9R
écervelée,esERv°le,e-sER-v°-le
comprime,k§pRim,k§-pRim
décérébrés,deseRebRe,de-se-Re-bRe
éviterons,evit°R§,e-vi-t°-R§
reflète,R°flEt,R°-flEt
figuratif,figyRatif,fi-gy-Ra-tif
blackbouler,blakbule,blak-bu-le
brillerons,bRij°R§,bRi-j°-R§
recalée,R°kale,R°-ka-le
indigo,5digo,5-di-go
érectiles,eREktil,e-REk-til
faîtière,fEtjER,fE-tjER
motocyclisme,motosiklism,mo-to-si-klism
cornets,kORnE,kOR-nE
échevins,ES°v5,E-S°-v5
basoche,bazOS,ba-zOS
chantonne,S@tOn,S@-tOn
lugubre,lygybR,ly-gybR
nidifie,nidifi,ni-di-fi
mollassons,molas§,mo-la-s§
incompatibilité,5k§patibilite,5-k§-pa-ti-bi-li-te
enflé,@fle,@-fle
shows,So,So
envisagera,@vizaZ°Ra,@-vi-za-Z°-Ra
distinguées,dist5ge,dis-t5-ge
permissions,pERmisj§,pER-mi-sj§
total,total,to-tal
bordez,bORde,bOR-de
commettre,komEtR,ko-mEtR
cicindèle,sis5dEl,si-s5-dEl
atteindraient,at5dRE,a-t5-dRE
ne varietur,n°vaRjetyR,n°-va-Rje-tyR
air,ER,ER
éjectables,eZEktabl,e-ZEk-tabl
geais,ZE,ZE
citadine,sitadin,si-ta-din
humée,yme,y-me
trépassé,tRepase,tRe-pa-se
rhabillées,Rabije,Ra-bi-je
guettés,gete,ge-te
stylets,stilE,sti-lE
réussît,Reysi,Re-y-si
obscurci,OpskyRsi,Op-skyR-si
déculottera,dekylot°Ra,de-ky-lo-t°-Ra
vitesse,vitEs,vi-tEs
mouraient,muRE,mu-RE
poignait,pwaNE,pwa-NE
procèdent,pRosEd,pRo-sEd
levreaux,l°vRo,l°-vRo
mariné,maRine,ma-Ri-ne
baisserait,bEs°RE,bE-s°-RE
devoir,d°vwaR,d°-vwaR
saluais,sal8E,sa-l8E
oiseux,waz2,wa-z2
procédé,pRosede,pRo-se-de
anéanti,ane@ti,a-ne-@-ti
abrutis,abRyti,a-bRy-ti
lamé,lame,la-me
laminant,lamin@,la-mi-n@
odoriférants,odoRifeR@,o-do-Ri-fe-R@
jauger,ZoZe,Zo-Ze
vulpin,vylp5,vyl-p5
habitabilité,abitabilite,a-bi-ta-bi-li-te
kyrielle,kiRjEl,ki-RjEl
acheviez,aS°vje,a-S°-vje
concupiscente,k§kypis@t,k§-ky-pi-s@t
antipsychiatrie,@tipsikjatRi,@-tip-si-kja-tRi
tressaillent,tResaj,tRe-saj
obscurcît,OpskyRsi,Op-skyR-si
angoras,@goRa,@-go-Ra
excisée,Eksize,Ek-si-ze
chants,S@,S@
silicium,silisjOm,si-li-sjOm
impatientent,5pasj@t,5-pa-sj@t
piaffantes,pjaf@t,pja-f@t
bouté,bute,bu-te
hauteur,ot9R,o-t9R
filtrait,filtRE,fil-tRE
axiomatisation,aksijomatizasj§,ak-si-jo-ma-ti-za-sj§
infirmiers,5fiRmje,5-fiR-mje
férus,feRy,fe-Ry
ravinant,Ravin@,Ra-vi-n@
trochures,tRoSyR,tRo-SyR
industriellement,5dystRijEl°m@,5-dys-tRi-jE-l°-m@
pépiait,pepjE,pe-pjE
topless,toplEs,to-plEs
couinaient,kwinE,kwi-nE
crue,kRy,kRy
méconnaissable,mekonEsabl,me-ko-nE-sabl
fortifions,fORtifj§,fOR-ti-fj§
figurèrent,figyRER,fi-gy-RER
lionnes,ljOn,ljOn
ruait,R8E,R8E
dorlotée,dORlote,dOR-lo-te
xiang,gzj@g,gzj@g
dressoirs,dREswaR,dRE-swaR
rapprocherais,RapROS°RE,Ra-pRO-S°-RE
apitoya,apitwaja,a-pi-twa-ja
révoquer,Revoke,Re-vo-ke
maudirons,modiR§,mo-di-R§
trébuchants,tRebyS@,tRe-by-S@
pompés,p§pe,p§-pe
détourne,detuRn,de-tuRn
échelonné,eS°lone,e-S°-lo-ne
marbrait,maRbRE,maR-bRE
définissons,definis§,de-fi-ni-s§
arlequins,aRl°k5,aR-l°-k5
triplée,tRiple,tRi-ple
kiwis,kiwi,ki-wi
arrière-petit-fils,aRjERp°tifis,a-RjER-p°-ti-fis
rythmes,Ritm,Ritm
bolcheviks,bOlS°vik,bOl-S°-vik
indifférente,5difeR@t,5-di-fe-R@t
profilaient,pRofilE,pRo-fi-lE
andouillette,@dujEt,@-du-jEt
rebondissait,R°b§disE,R°-b§-di-sE
raccrocherait,RakROS°RE,Ra-kRO-S°-RE
jouirent,ZwiR,ZwiR
exécutions,egzekysj§,eg-ze-ky-sj§
peinait,pEnE,pE-nE
calligraphies,kaligRafi,ka-li-gRa-fi
muletier,myl°tje,my-l°-tje
distantes,dist@t,dis-t@t
majestueuses,maZEst82z,ma-ZEs-t82z
chlorure,kloRyR,klo-RyR
patientez,pasj@te,pa-sj@-te
aideront,Ed°R§,E-d°-R§
remorquait,R°mORkE,R°-mOR-kE
fistons,fist§,fis-t§
normalienne,nORmaljEn,nOR-ma-ljEn
cruches,kRyS,kRyS
riva,Riva,Ri-va
bandée,b@de,b@-de
hypnogène,ipnoZEn,ip-no-ZEn
rétrofusée,RetRofyze,Re-tRo-fy-ze
porte-monnaie,pORt°monE,pOR-t°-mo-nE
aimasse,Emas,E-mas
amicalement,amikal°m@,a-mi-ka-l°-m@
julienne,ZyljEn,Zy-ljEn
rôdant,Rod@,Ro-d@
wisigoths,vizigo,vi-zi-go
faubouriennes,fobuRjEn,fo-bu-RjEn
travaillerai,tRavaj°RE,tRa-va-j°-RE
opacité,opasite,o-pa-si-te
déférés,defeRe,de-fe-Re
malencontres,mal@k§tR,ma-l@-k§tR
début,deby,de-by
fréquenterez,fRek@t°Re,fRe-k@-t°-Re
pokers,pokER,po-kER
cuticules,kytikyl,ky-ti-kyl
interrompus,5tER§py,5-tE-R§-py
ganglions,g@glij§,g@-gli-j§
dameriez,dam°Rje,da-m°-Rje
acculât,akyla,a-ky-la
communiquons,komynik§,ko-my-ni-k§
palpaient,palpE,pal-pE
fumigène,fymiZEn,fy-mi-ZEn
saigneur,sEN9R,sE-N9R
ramasserais,Ramas°RE,Ra-ma-s°-RE
posté,pOste,pOs-te
interpréterait,5tERpRet°RE,5-tER-pRe-t°-RE
serrât,sERa,sE-Ra
orthodoxes,ORtodOks,OR-to-dOks
saisissaient,sezisE,se-zi-sE
crierais,kRiRE,kRi-RE
murmuraient,myRmyRE,myR-my-RE
embarrassante,@baRas@t,@-ba-Ra-s@t
pourpré,puRpRe,puR-pRe
convoque,k§vOk,k§-vOk
indissolublement,5disolybl°m@,5-di-so-ly-bl°-m@
igloos,iglu,i-glu
continuerais,k§tinyRE,k§-ti-ny-RE
épieux,epj2,e-pj2
usure,yzyR,y-zyR
letton,lEt§,lE-t§
corresponds,koREsp§,ko-REs-p§
frustrées,fRystRe,fRys-tRe
sprechgesang,SpReSgesaG,SpReS-ge-saG
lénitives,lenitiv,le-ni-tiv
bouclés,bukle,bu-kle
bantou,b@tu,b@-tu
écoeurée,ek9Re,e-k9-Re
départementaux,depaRt°m@to,de-paR-t°-m@-to
fauve,fov,fov
mi-juif,miZ8if,mi-Z8if
raccompagnerait,Rak§paN°RE,Ra-k§-pa-N°-RE
déplaceront,deplas°R§,de-pla-s°-R§
détruit,detR8i,de-tR8i
bloquai,blokE,blo-kE
grincé,gR5se,gR5-se
mastiquons,mastik§,mas-ti-k§
cornaient,kORnE,kOR-nE
gorgé,gORZe,gOR-Ze
interrompue,5tER§py,5-tE-R§-py
végétalien,veZetalj5,ve-Ze-ta-lj5
montagnard,m§taNaR,m§-ta-NaR
délimitée,delimite,de-li-mi-te
parleront,paRl°R§,paR-l°-R§
gratte,gRat,gRat
coentreprise,ko@tR°pRiz,ko-@-tR°-pRiz
dépareilleraient,depaREj°RE,de-pa-RE-j°-RE
méningites,men5Zit,me-n5-Zit
bigre,bigR,bigR
opératoire,opeRatwaR,o-pe-Ra-twaR
écrabouillés,ekRabuje,e-kRa-bu-je
dénoue,denu,de-nu
rissolent,RisOl,Ri-sOl
vectoriel,vEktoRjEl,vEk-to-RjEl
échoirait,eSwaRE,e-Swa-RE
remplacée,R@plase,R@-pla-se
recorder,R2kORde,R2-kOR-de
opposées,opoze,o-po-ze
barométrique,baRometRik,ba-Ro-me-tRik
redemandant,R°d°m@d@,R°-d°-m@-d@
magnétisait,maNetizE,ma-Ne-ti-zE
ligote,ligOt,li-gOt
tremblotante,tR@blot@t,tR@-blo-t@t
dilatait,dilatE,di-la-tE
pâtures,patyR,pa-tyR
glander,gl@de,gl@-de
estropié,EstRopje,Es-tRo-pje
réhabilitera,Reabilit°Ra,Re-a-bi-li-t°-Ra
entraînements,@tREn°m@,@-tRE-n°-m@
entraîné,@tRene,@-tRe-ne
anticommuniste,@tikomynist,@-ti-ko-my-nist
blablatez,blablate,bla-bla-te
pagnon,paN§,pa-N§
mangues,m@g,m@g
capuchonnés,kapySone,ka-py-So-ne
dure-mère,dyRmER,dyR-mER
prescrirait,pREskRiRE,pREs-kRi-RE
absout,apsu,ap-su
défoncés,def§se,de-f§-se
composantes,k§poz@t,k§-po-z@t
rééquilibrer,ReekilibRe,Re-e-ki-li-bRe
vacant,vak@,va-k@
bêcheuse,bES2z,bE-S2z
marécageuses,maRekaZ2z,ma-Re-ka-Z2z
calorifères,kaloRifER,ka-lo-Ri-fER
barbus,baRby,baR-by
applique,aplik,a-plik
mince,m5s,m5s
sucé,syse,sy-se
turbinaient,tyRbinE,tyR-bi-nE
acérée,aseRe,a-se-Re
bêtes,bEt,bEt
déposant,depoz@,de-po-z@
copiage,kopjaZ,ko-pjaZ
essoufflant,Esufl@,E-su-fl@
empruntés,@pR1te,@-pR1-te
régularisera,RegylaRiz°Ra,Re-gy-la-Ri-z°-Ra
ébouillante,ebuj@t,e-bu-j@t
assistanat,asistana,a-sis-ta-na
tournants,tuRn@,tuR-n@
sénatoriales,senatoRjal,se-na-to-Rjal
fions,fj§,fj§
j,Z,Z
névrosées,nevRoze,ne-vRo-ze
sobre,sObR,sObR
embarrure,@baRyR,@-ba-RyR
imperméables,5pERmeabl,5-pER-me-abl
amassent,amas,a-mas
retraversions,R°tRavERsj§,R°-tRa-vER-sj§
décimation,desimasj§,de-si-ma-sj§
redéfinition,R2definisj§,R2-de-fi-ni-sj§
shogunat,SOguna,SO-gu-na
bouffantes,buf@t,bu-f@t
jaunie,Zoni,Zo-ni
renforciez,R@fORsje,R@-fOR-sje
promîmes,pRomim,pRo-mim
anti-gel,@tiZEl,@-ti-ZEl
suffisantes,syfiz@t,sy-fi-z@t
non-ferreux,n§fER2,n§-fE-R2
hutter,yt9R,y-t9R
câlins,kal5,ka-l5
méritât,meRita,me-Ri-ta
déconcentrée,dek§s@tRe,de-k§-s@-tRe
répandeur,Rep@d9R,Re-p@-d9R
culbutés,kylbyte,kyl-by-te
créeront,kReR§,kRe-R§
lettrine,lEtRin,lE-tRin
repérables,R°peRabl,R°-pe-Rabl
pénétreront,penetR°R§,pe-ne-tR°-R§
tranchet,tR@SE,tR@-SE
brisée,bRize,bRi-ze
échelonnait,eS°lonE,e-S°-lo-nE
maques,mak,mak
interceptais,5tERsEptE,5-tER-sEp-tE
engourdies,@guRdi,@-guR-di
dénichaient,deniSE,de-ni-SE
arriveraient,aRiv°RE,a-Ri-v°-RE
servait,sERvE,sER-vE
peintures,p5tyR,p5-tyR
supernovas,sypERnova,sy-pER-no-va
corses,kORs,kORs
pauvre,povR,povR
respireras,REspiR°Ra,REs-pi-R°-Ra
pourchasserons,puRSas°R§,puR-Sa-s°-R§
ornée,ORne,OR-ne
barber,baRbe,baR-be
légitime,leZitim,le-Zi-tim
dentelée,d@t°le,d@-t°-le
gestation,ZEstasj§,ZEs-ta-sj§
simplet,s5plE,s5-plE
rollmops,ROlmOps,ROl-mOps
paléographie,paleogRafi,pa-le-o-gRa-fi
lasses,las,las
jaspinais,ZaspinE,Zas-pi-nE
ricanions,Rikanj§,Ri-ka-nj§
filouté,filute,fi-lu-te
hale,al,al
subreptice,sybREptis,sy-bREp-tis
russifiée,Rysifje,Ry-si-fje
résident,Rezid,Re-zid
bourguignonnes,buRgiNOn,buR-gi-NOn
passionnants,pasjon@,pa-sjo-n@
ex-sacs,Ekssak,Ek-ssak
insectivore,5sEktivOR,5-sEk-ti-vOR
gloriette,gloRjEt,glo-RjEt
dégradant,degRad@,de-gRa-d@
bégayées,begeje,be-ge-je
sud-africain,sydafRik5,sy-da-fRi-k5
arrangeait,aR@ZE,a-R@-ZE
tritium,tRitjOm,tRi-tjOm
regarderiez,R°gaRd°Rje,R°-gaR-d°-Rje
belotte,b°lOt,b°-lOt
soupiraient,supiRE,su-pi-RE
décadent,dekad@,de-ka-d@
amboine,@bwan,@-bwan
esquissaient,EskisE,Es-ki-sE
ruinais,R8inE,R8i-nE
puanteurs,p8@t9R,p8@-t9R
enveloppait,@v°lopE,@-v°-lo-pE
froufroutant,fRufRut@,fRu-fRu-t@
empêtrés,@petRe,@-pe-tRe
structurale,stRyktyRal,stRyk-ty-Ral
cultives,kyltiv,kyl-tiv
débrayez,debREje,de-bRE-je
percheron,pERS°R§,pER-S°-R§
révélera,Revel°Ra,Re-ve-l°-Ra
pillerons,pij°R§,pi-j°-R§
recommençai,R°kom@sE,R°-ko-m@-sE
rétameur,Retam9R,Re-ta-m9R
approchant,apRoS@,a-pRo-S@
licenciée,lis@sje,li-s@-sje
impertinente,5pERtin@t,5-pER-ti-n@t
sagace,sagas,sa-gas
géantes,Ze@t,Ze-@t
viseront,viz°R§,vi-z°-R§
monoxyde,monOksid,mo-nOk-sid
textologie,tEkstOlOZi,tEk-stO-lO-Zi
possédante,posed@t,po-se-d@t
alambiquée,al@bike,a-l@-bi-ke
coagulation,koagylasj§,ko-a-gy-la-sj§
demandai,d°m@dE,d°-m@-dE
dramatisent,dRamatiz,dRa-ma-tiz
subtilisée,syptilize,syp-ti-li-ze
trichloracétique,tRiklORasetik,tRi-klO-Ra-se-tik
malhonnêtetés,malonEtte,ma-lo-nEt-te
continuant,k§tin8@,k§-ti-n8@
clapoter,klapote,kla-po-te
initiait,inisjE,i-ni-sjE
modulée,modyle,mo-dy-le
montrassent,m§tRas,m§-tRas
hoquetant,Ok°t@,O-k°-t@
arête,aREt,a-REt
opinion,opinj§,o-pi-nj§
extravagance,EkstRavag@s,Ek-stRa-va-g@s
revendeurs,R°v@d9R,R°-v@-d9R
jargons,ZaRg§,ZaR-g§
apitoyaient,apitwajE,a-pi-twa-jE
must,m9st,m9st
estomper,Est§pe,Es-t§-pe
encerclera,@sERkl°Ra,@-sER-kl°-Ra
jubé,Zybe,Zy-be
instauratrice,5stoRatRis,5s-to-Ra-tRis
équivalentes,ekival@t,e-ki-va-l@t
saisiront,seziR§,se-zi-R§
mesurons,m°zyR§,m°-zy-R§
sveltesse,svEltEs,svEl-tEs
tâtonnaient,tatonE,ta-to-nE
skieurs,skj9R,skj9R
visqueuse,visk2z,vis-k2z
infiltrant,5filtR@,5-fil-tR@
computations,k§pytasj§,k§-py-ta-sj§
circulions,siRkylj§,siR-ky-lj§
zénithale,zenital,ze-ni-tal
triforium,tRifoRjOm,tRi-fo-RjOm
cinglés,s5gle,s5-gle
accomplira,ak§pliRa,a-k§-pli-Ra
académiciens,akademisj5,a-ka-de-mi-sj5
séraphins,seRaf5,se-Ra-f5
parcourrez,paRkuRe,paR-ku-Re
incarnez,5kaRne,5-kaR-ne
goupillé,gupije,gu-pi-je
micron,mikR§,mi-kR§
rejetât,R°Zta,R°Z-ta
renseignaient,R@sENE,R@-sE-NE
focalisation,fokalizasj§,fo-ka-li-za-sj§
prélevées,pRel°ve,pRe-l°-ve
monumentales,monym@tal,mo-ny-m@-tal
détiendra,detj5dRa,de-tj5-dRa
chérissait,SeRisE,Se-Ri-sE
tantine,t@tin,t@-tin
effectivement,efEktiv°m@,e-fEk-ti-v°-m@
électorales,elEktoRal,e-lEk-to-Ral
nougat,nuga,nu-ga
vestibules,vEstibyl,vEs-ti-byl
rétroviseurs,RetRoviz9R,Re-tRo-vi-z9R
maladrerie,maladR2Ri,ma-la-dR2-Ri
